duecento trentotto aumentato di centosettantacinque fa quattrocentotredici,two hundred thirty-eight increased by one hundred seventy-five equals four hundred thirteen,phrase,numbers,Advanced
duecento quaranta per quattro fa ottocentosessanta,two hundred forty times four equals eight hundred sixty,phrase,numbers,Advanced
duecento quarantadue diminuito di cinquantasei fa centotrentaquattro,two hundred forty-two minus fifty-six equals one hundred thirty-four,phrase,numbers,Advanced
duecento quarantaquattro diviso per otto fa ventisette,two hundred forty-four divided by eight equals twenty-seven,phrase,numbers,Advanced
duecento quarantasei volte due fa quattrocentoventisei,two hundred forty-six times two equals four hundred ninety-two,phrase,numbers,Advanced
duecento quarantotto meno centosessantaquattro fa settantaquattro,two hundred forty-eight minus one hundred sixty-four equals seventy-four,phrase,numbers,Advanced
duecento cinquanta aumentato di ottantadue fa trecentotrentadue,two hundred fifty increased by eighty-two equals three hundred thirty-two,phrase,numbers,Advanced
duecento cinquantadue per tre fa seicentocinquantasei,two hundred fifty-two times three equals seven hundred fifty-six,phrase,numbers,Advanced
duecento cinquantatré diminuito di settantasette fa centosessantasei,two hundred fifty-three minus seventy-seven equals one hundred seventy-six,phrase,numbers,Advanced
duecento cinquantacinque diviso per cinque fa cinquantuno,two hundred fifty-five divided by five equals fifty-one,phrase,numbers,Advanced
duecento cinquantasette volte due fa quattrocentocattordici,two hundred fifty-seven times two equals four hundred fourteen,phrase,numbers,Advanced
duecento cinquantanove meno novantotto fa cento sessantuno,two hundred fifty-nine minus ninety-eight equals one hundred sixty-one,phrase,numbers,Advanced
duecento sessantuno aumentato di centosessantotto fa trecentoventinove,two hundred sixty-one increased by one hundred sixty-eight equals four hundred twenty-nine,phrase,numbers,Advanced
duecento sessantatré per quattro fa ottocentododici,two hundred sixty-three times four equals one thousand forty-eight,phrase,numbers,Advanced
duecento sessantacinque diviso per cinque fa cinquantuno,two hundred sixty-five divided by five equals fifty-one,phrase,numbers,Advanced
duecento sessantasette meno cento trentanove fa centotrentacinque,two hundred sixty-seven minus one hundred thirty-nine equals one hundred twenty-five,phrase,numbers,Advanced
duecento sessantanove aumentato di centocinque fa quattrocentoquattordici,two hundred sixty-nine increased by one hundred five equals three hundred seventy-four,phrase,numbers,Advanced

Word,Amore,Love,Emotions,Beginner
felice,happy,word,Emotions,Beginner
triste,sad,word,Emotions,Beginner
arrabbiato,angry,word,Emotions,Beginner
emozionato,excited,word,Emotions,Beginner
calmo,calm,word,Emotions,Beginner
ansioso,anxious,word,Emotions,Beginner
pensieroso,thoughtful,word,Emotions,Beginner
odio,hate,word,Emotions,Beginner
preoccupato,worried,word,Emotions,Intermediate
nervoso,nervous,word,Emotions,Intermediate
orgoglioso,proud,word,Emotions,Intermediate
confuso,confused,word,Emotions,Intermediate
stanco,tired,word,Emotions,Intermediate
entusiasta,enthusiastic,word,Emotions,Intermediate
irritato,irritated,word,Emotions,Intermediate
rilassato,relaxed,word,Emotions,Intermediate
timido,shy,word,Emotions,Intermediate
energico,energetic,word,Emotions,Intermediate
eccitato,excited,word,Emotions,Advanced
sereno,serene,word,Emotions,Advanced
disgustato,disgusted,word,Emotions,Advanced
desideroso,longing,word,Emotions,Advanced
terrorizzato,terrified,word,Emotions,Advanced
sbalordito,astonished,word,Emotions,Advanced
imbarazzato,embarrassed,word,Emotions,Advanced
infelice,unhappy,word,Emotions,Advanced
impaurito,scared,word,Emotions,Advanced
indifferente,indifferent,word,Emotions,Advanced
abbattuto,dejected,word,Emotions,Advanced
fiero,proud,word,Emotions,Advanced
estasiato,ecstatic,word,Emotions,Advanced
curioso,curious,word,Emotions,Advanced
meravigliato,amazed,word,Emotions,Advanced
frustrato,frustrated,word,Emotions,Advanced
aggrovigliato,flustered,word,Emotions,Advanced
innamorato,infatuated,word,Emotions,Advanced
disperato,desperate,word,Emotions,Advanced
impotente,helpless,word,Emotions,Advanced
amareggiato,bitter,word,Emotions,Advanced
incredulo,incredulous,word,Emotions,Advanced
deluso,disappointed,word,Emotions,Advanced
incantato,enraptured,word,Emotions,Advanced
invidioso,envious,word,Emotions,Advanced
infastidito,annoyed,word,Emotions,Advanced
inquieto,restless,word,Emotions,Advanced
inquietante,unsettling,word,Emotions,Advanced
ansimante,breathless,word,Emotions,Advanced
rancoroso,resentful,word,Emotions,Advanced
speranzoso,hopeful,word,Emotions,Advanced
sgomento,dismay,word,Emotions,Advanced
sorpreso,surprised,word,Emotions,Advanced
soddisfatto,satisfied,word,Emotions,Advanced
scettico,skeptical,word,Emotions,Advanced
roso,bitter,word,Emotions,Advanced
scontento,discontent,word,Emotions,Advanced
ambizioso,ambitious,word,Emotions,Advanced
amaramente,bitterly,word,Emotions,Advanced
deluso,disappointed,word,Emotions,Advanced
ansioso,anxious,word,Emotions,Advanced
malinconico,melancholic,word,Emotions,Advanced
insicuro,insecure,word,Emotions,Advanced
preoccupato,worried,word,Emotions,Advanced
infastidito,bored,word,Emotions,Advanced
colpito,touched,word,Emotions,Advanced
geloso,jealous,word,Emotions,Advanced
entusiasta,enthusiastic,word,Emotions,Advanced
calmo,calm,word,Emotions,Advanced
sollevato,relieved,word,Emotions,Advanced
disorientato,disoriented,word,Emotions,Advanced
disgustoso,disgusting,word,Emotions,Advanced
appassionato,passionate,word,Emotions,Advanced
sospettoso,suspicious,word,Emotions,Advanced
ansioso,restless,word,Emotions,Advanced
indifferente,apathetic,word,Emotions,Advanced
felicissimo,ecstatic,word,Emotions,Advanced
irritato,irritated,word,Emotions,Advanced
aggressivo,aggressive,word,Emotions,Advanced
triste,sad,word,Emotions,Advanced
incantato,charmed,word,Emotions,Advanced
emozionato,excited,word,Emotions,Advanced
pensieroso,pensive,word,Emotions,Advanced
amoroso,loving,word,Emotions,Advanced
deciso,determined,word,Emotions,Advanced
dubbioso,doubtful,word,Emotions,Advanced
emozionante,thrilling,word,Emotions,Advanced
sereno,calm,word,Emotions,Advanced
pazzo,crazy,word,Emotions,Advanced
fuggiasco,fugitive,word,Emotions,Advanced
desolato,desolate,word,Emotions,Advanced
dolce,sweet,word,Emotions,Advanced
risoluto,resolute,word,Emotions,Advanced
spaventoso,scary,word,Emotions,Advanced
ferito,hurt,word,Emotions,Advanced
estatico,ecstatic,word,Emotions,Advanced
disgustoso,disgustful,word,Emotions,Advanced
sopraffatto,overwhelmed,word,Emotions,Advanced
arrabbiato,angry,word,Emotions,Advanced
deluso,let down,word,Emotions,Advanced
disorientato,dizzy,word,Emotions,Advanced
euforico,euphoric,word,Emotions,Advanced
Italian_Word,English_Translation,Type,Category,Difficulty_Level
euforico,euphoric,word,Emotions,Advanced
disperato,desperate,word,Emotions,Advanced
incredulo,incredulous,word,Emotions,Advanced
adorato,adored,word,Emotions,Advanced
compiaciuto,pleased,word,Emotions,Advanced
panico,panic,word,Emotions,Advanced
rivoltante,revolting,word,Emotions,Advanced
imbarazzante,embarrassing,word,Emotions,Advanced
ansioso,anxious,word,Emotions,Advanced
malinconico,melancholic,word,Emotions,Advanced
insicuro,insecure,word,Emotions,Advanced
preoccupato,worried,word,Emotions,Advanced
infastidito,bored,word,Emotions,Advanced
colpito,touched,word,Emotions,Advanced
geloso,jealous,word,Emotions,Advanced
entusiasta,enthusiastic,word,Emotions,Advanced
calmo,calm,word,Emotions,Advanced
sollevato,relieved,word,Emotions,Advanced
disorientato,disoriented,word,Emotions,Advanced
disgustoso,disgusting,word,Emotions,Advanced
appassionato,passionate,word,Emotions,Advanced
sospettoso,suspicious,word,Emotions,Advanced
ansioso,restless,word,Emotions,Advanced
indifferente,apathetic,word,Emotions,Advanced
felicissimo,ecstatic,word,Emotions,Advanced
irritato,irritated,word,Emotions,Advanced
aggressivo,aggressive,word,Emotions,Advanced
Italian_Word,English_Translation,Type,Category,Difficulty_Level
Ho il cuore spezzato,I have a broken heart,phrase,Emotions,Beginner
Mi sento triste,I feel sad,phrase,Emotions,Beginner
Sono felice,I am happy,phrase,Emotions,Beginner
Mi sento stressato,I feel stressed,phrase,Emotions,Beginner
Sono arrabbiato,I am angry,phrase,Emotions,Beginner
Mi sento solo,I feel lonely,phrase,Emotions,Beginner
Sono emozionato,I am excited,phrase,Emotions,Beginner
Mi sento sopraffatto,I feel overwhelmed,phrase,Emotions,Beginner
Sono confuso,I am confused,phrase,Emotions,Beginner
Mi sento deluso,I feel disappointed,phrase,Emotions,Beginner
Sono preoccupato,I am worried,phrase,Emotions,Beginner
Mi sento appassionato,I feel passionate,phrase,Emotions,Beginner
Sono ansioso,I am anxious,phrase,Emotions,Beginner
Mi sento perso,I feel lost,phrase,Emotions,Beginner
Sono innamorato,I am in love,phrase,Emotions,Beginner
Mi sento in colpa,I feel guilty,phrase,Emotions,Beginner
Sono entusiasta,I am enthusiastic,phrase,Emotions,Beginner
Mi sento sollevato,I feel relieved,phrase,Emotions,Beginner
Sono fiducioso,I am confident,phrase,Emotions,Beginner
Mi sento frustrato,I feel frustrated,phrase,Emotions,Beginner
Sono disperato,I am desperate,phrase,Emotions,Beginner
Mi sento positivo,I feel positive,phrase,Emotions,Beginner
Sono orgoglioso,I am proud,phrase,Emotions,Beginner
Mi sento incredulo,I feel incredulous,phrase,Emotions,Beginner
Sono indeciso,I am undecided,phrase,Emotions,Beginner
Mi sento soddisfatto,I feel satisfied,phrase,Emotions,Beginner
Sono rilassato,I am relaxed,phrase,Emotions,Beginner
Mi sento combattivo,I feel combative,phrase,Emotions,Beginner
Sono ottimista,I am optimistic,phrase,Emotions,Beginner
Mi sento sopraffatto dall'emozione,I feel overwhelmed by emotion,phrase,Emotions,Beginner
Sono stufo,I am fed up,phrase,Emotions,Beginner
Mi sento nostalgico,I feel nostalgic,phrase,Emotions,Beginner
Sono disorientato,I am disoriented,phrase,Emotions,Beginner
Mi sento angosciato,I feel distressed,phrase,Emotions,Beginner
Sono grato,I am grateful,phrase,Emotions,Beginner
Mi sento curioso,I feel curious,phrase,Emotions,Beginner
Sono stanco,I am tired,phrase,Emotions,Beginner
Mi sento ansioso di vedere,I am looking forward to seeing,phrase,Emotions,Beginner
Sono coinvolto,I am involved,phrase,Emotions,Beginner
Mi sento in pace,I feel at peace,phrase,Emotions,Beginner
Sono indeciso,I am undecided,phrase,Emotions,Beginner
Mi sento sconcertato,I feel bewildered,phrase,Emotions,Beginner
Italian_Word,English_Translation,Type,Category,Difficulty_Level
Mi sento grato per tutto,I feel grateful for everything,phrase,Emotions,Intermediate
Sono sopraffatto dalle emozioni,I am overwhelmed by Emotions,phrase,Emotions,Intermediate
Mi sento inquieto,I feel restless,phrase,Emotions,Intermediate
Sono emotivamente coinvolto,I am emotionally involved,phrase,Emotions,Intermediate
Mi sento vulnerabile,I feel vulnerable,phrase,Emotions,Intermediate
Sono preso dal panico,I am in a panic,phrase,Emotions,Intermediate
Mi sento impotente,I feel helpless,phrase,Emotions,Intermediate
Sono stupefatto,I am stunned,phrase,Emotions,Intermediate
Mi sento eccitato come un bambino,I feel excited like a child,phrase,Emotions,Intermediate
Sono pieno di gratitudine,I am filled with gratitude,phrase,Emotions,Intermediate
Mi sento come se stessi volare,I feel like I'm flying,phrase,Emotions,Intermediate
Sono sconvolto,I am upset,phrase,Emotions,Intermediate
Mi sento ispirato,I feel inspired,phrase,Emotions,Intermediate
Sono angosciato dal dolore,I am anguished by pain,phrase,Emotions,Intermediate
Mi sento speranzoso,I feel hopeful,phrase,Emotions,Intermediate
Sono sopraffatto dai pensieri,I am overwhelmed by thoughts,phrase,Emotions,Intermediate
Mi sento al sicuro,I feel safe,phrase,Emotions,Intermediate
Sono sopraffatto dalle responsabilità,I am overwhelmed by responsibilities,phrase,Emotions,Intermediate
Mi sento come se fossi sulle nuvole,I feel like I'm on cloud nine,phrase,Emotions,Intermediate
Sono affascinato,I am fascinated,phrase,Emotions,Intermediate
Mi sento impaziente,I feel impatient,phrase,Emotions,Intermediate
Sono sopraffatto dalla tristezza,I am overwhelmed by sadness,phrase,Emotions,Intermediate
Mi sento come se stessi affogando,I feel like I'm drowning,phrase,Emotions,Intermediate
Sono pieno di gioia,I am filled with joy,phrase,Emotions,Intermediate
Mi sento intrappolato,I feel trapped,phrase,Emotions,Intermediate
Sono sopraffatto dalla felicità,I am overwhelmed by happiness,phrase,Emotions,Intermediate
Mi sento vulnerabile come un bambino,I feel vulnerable like a child,phrase,Emotions,Intermediate
Sono sopraffatto dallo stress,I am overwhelmed by stress,phrase,Emotions,Intermediate
Mi sento come se fossi al settimo cielo,I feel like I'm on cloud nine,phrase,Emotions,Intermediate
Sono sconcertato dalla situazione,I am bewildered by the situation,phrase,Emotions,Intermediate
Mi sento emotivamente esausto,I feel emotionally exhausted,phrase,Emotions,Intermediate
Sono sopraffatto dalle emozioni contrastanti,I am overwhelmed by conflicting Emotions,phrase,Emotions,Intermediate
Mi sento come se avessi il mondo ai miei piedi,I feel like I have the world at my feet,phrase,Emotions,Intermediate
Sono afflitto,I am afflicted,phrase,Emotions,Intermediate
Mi sento incerto del futuro,I feel uncertain about the future,phrase,Emotions,Intermediate
Sono sopraffatto dal senso di colpa,I am overwhelmed by guilt,phrase,Emotions,Intermediate
Mi sento come se stessi annegando nei miei pensieri,I feel like I'm drowning in my thoughts,phrase,Emotions,Intermediate
Sono sopraffatto dall'ansia,I am overwhelmed by anxiety,phrase,Emotions,Intermediate
Mi sento emotivamente vulnerabile,I feel emotionally vulnerable,phrase,Emotions,Intermediate
Sono sopraffatto dalla solitudine,I am overwhelmed by loneliness,phrase,Emotions,Intermediate
Mi sento come se il mondo mi stesse crollando addosso,I feel like the world is crumbling down on me,phrase,Emotions,Intermediate
Sono sopraffatto dai dubbi,I am overwhelmed by doubts,phrase,Emotions,Intermediate
Mi sento come se stessi camminando su un filo sottile,I feel like I'm walking on a thin line,phrase,Emotions,Intermediate
Sono confuso dai miei stessi sentimenti,I am confused by my own feelings,phrase,Emotions,Intermediate
Mi sento emotivamente esausto,I feel emotionally exhausted,phrase,Emotions,Intermediate
Sono sopraffatto dal senso di vuoto,I am overwhelmed by a sense of emptiness,phrase,Emotions,Intermediate
Mi sento come se stessi affogando nei miei pensieri,I feel like I'm drowning in my thoughts,phrase,Emotions,Intermediate
Sono sopraffatto dalla rabbia,I am overwhelmed by anger,phrase,Emotions,Intermediate
Mi sento emotivamente ferito,I feel emotionally hurt,phrase,Emotions,Intermediate
Sono sopraffatto dal senso di perdita,I am overwhelmed by a sense of loss,phrase,Emotions,Intermediate
Mi sento come se fossi intrappolato in un labirinto emotivo,I feel like I'm trapped in an emotional labyrinth,phrase,Emotions,Intermediate
Sono sopraffatto dalla disperazione,I am overwhelmed by despair,phrase,Emotions,Intermediate
Mi sento come se stessi cercando di mettere insieme i pezzi,I feel like I'm trying to put the pieces together,phrase,Emotions,Intermediate
Sono confuso riguardo ai miei stessi sentimenti,I am confused about my own feelings,phrase,Emotions,Intermediate
Mi sento emotivamente vuoto,I feel emotionally empty,phrase,Emotions,Intermediate
Sono sopraffatto dalla nostalgia,I am overwhelmed by nostalgia,phrase,Emotions,Intermediate
Mi sento come se stessi perdendo la testa,I feel like I'm losing my mind,phrase,Emotions,Intermediate
Sono sopraffatto dalla sensazione di essere bloccato,I am overwhelmed by the feeling of being stuck,phrase,Emotions,Intermediate
Mi sento come se fossi un gomitolo di emozioni,I feel like I'm a ball of Emotions,phrase,Emotions,Intermediate
Sono confuso sulle mie stesse reazioni,I am confused about my own reactions,phrase,Emotions,Intermediate
Mi sento emotivamente esausto,I feel emotionally exhausted,phrase,Emotions,Intermediate
Sono sopraffatto dalla paura,I am overwhelmed by fear,phrase,Emotions,Intermediate
Mi sento come se fossi in trappola,I feel like I'm trapped,phrase,Emotions,Intermediate
Sono confuso riguardo al mio stato emotivo,I am confused about my emotional state,phrase,Emotions,Intermediate
Mi sento emotivamente inquieto,I feel emotionally restless,phrase,Emotions,Intermediate
Sono sopraffatto dal senso di inadeguatezza,I am overwhelmed by a sense of inadequacy,phrase,Emotions,Intermediate
Mi sento come se stessi lottando contro me stesso,I feel like I'm fighting against myself,phrase,Emotions,Intermediate
Sono confuso riguardo alle mie priorità,I am confused about my priorities,phrase,Emotions,Intermediate
Sono sopraffatto dal senso di sconforto,I am overwhelmed by a sense of discouragement,phrase,Emotions,Intermediate
Mi sento come se fossi bloccato in un loop emotivo,I feel like I'm stuck in an emotional loop,phrase,Emotions,Intermediate
Sono confuso riguardo alle mie emozioni,I am confused about my Emotions,phrase,Emotions,Intermediate
Mi sento emotivamente sopraffatto,I feel emotionally overwhelmed,phrase,Emotions,Intermediate
Mi sento come se stessi perdendo il controllo,I feel like I'm losing control,phrase,Emotions,Intermediate
Sono confuso riguardo alle mie reazioni emotive,I am confused about my emotional reactions,phrase,Emotions,Intermediate
Mi sento emotivamente sopraffatto,I feel emotionally overwhelmed,phrase,Emotions,Intermediate
Sono sopraffatto dal senso di angoscia,I am overwhelmed by a sense of anguish,phrase,Emotions,Intermediate
Mi sento come se fossi isolato dal mondo,I feel like I'm isolated from the world,phrase,Emotions,Intermediate
Sono confuso riguardo ai miei sentimenti,I am confused about my feelings,phrase,Emotions,Intermediate
Mi sento emotivamente sfidato,I feel emotionally challenged,phrase,Emotions,Intermediate
Sono sopraffatto dal senso di alienazione,I am overwhelmed by a sense of alienation,phrase,Emotions,Intermediate
Mi sento come se stessi cercando un equilibrio,I feel like I'm seeking balance,phrase,Emotions,Intermediate
Sono confuso riguardo alla mia identità,I am confused about my identity,phrase,Emotions,Intermediate
Mi sento emotivamente fragile,I feel emotionally fragile,phrase,Emotions,Intermediate
Sono sopraffatto dal senso di insicurezza,I am overwhelmed by a sense of insecurity,phrase,Emotions,Intermediate
Mi sento come se fossi perso nel caos emotivo,I feel like I'm lost in emotional chaos,phrase,Emotions,Intermediate
Sono confuso riguardo alla direzione da prendere,I am confused about the direction to take,phrase,Emotions,Intermediate
Mi sento emotivamente in bilico,I feel emotionally on edge,phrase,Emotions,Intermediate
Sono sopraffatto dal senso di ansia,I am overwhelmed by a sense of anxiety,phrase,Emotions,Intermediate
Mi sento come se fossi intrappolato in un ciclo negativo,I feel like I'm trapped in a negative cycle,phrase,Emotions,Intermediate
Sono confuso riguardo alle mie aspettative,I am confused about my expectations,phrase,Emotions,Intermediate
Mi sento emotivamente sconnesso,I feel emotionally disconnected,phrase,Emotions,Intermediate
Sono sopraffatto dal senso di vuoto,I am overwhelmed by a sense of emptiness,phrase,Emotions,Intermediate
Mi sento come se stessi affogando nelle mie emozioni,I feel like I'm drowning in my Emotions,phrase,Emotions,Intermediate
Sono confuso riguardo ai miei desideri,I am confused about my desires,phrase,Emotions,Intermediate
Mi sento emotivamente esausto,I feel emotionally exhausted,phrase,Emotions,Intermediate
Sono sopraffatto dal senso di impotenza,I am overwhelmed by a sense of helplessness,phrase,Emotions,Intermediate
Mi sento come se fossi prigioniero delle mie emozioni,I feel like I'm a prisoner of my Emotions,phrase,Emotions,Intermediate
Sono confuso riguardo ai miei pensieri,I am confused about my thoughts,phrase,Emotions,Intermediate
Mi sento emotivamente instabile,I feel emotionally unstable,phrase,Emotions,Intermediate
Sono sopraffatto dal senso di frustrazione,I am overwhelmed by a sense of frustration,phrase,Emotions,Intermediate
Mi sento come se fossi in bilico tra due emozioni opposte,I feel like I'm torn between two opposing Emotions,phrase,Emotions,Intermediate
Sono confuso riguardo alle mie motivazioni,I am confused about my motivations,phrase,Emotions,Intermediate
Sono sopraffatto dal senso di colpa,I am overwhelmed by a sense of guilt,phrase,Emotions,Intermediate

Cane,Dog,Word,Animals,Beginner
Gatto,Cat,Word,Animals,Beginner
Uccello,Bird,Word,Animals,Beginner
Pesce,Fish,Word,Animals,Beginner
Cavallo,Horse,Word,Animals,Beginner
Italian_Word,English_Translation,Type,Category,Difficulty_Level
cane,dog,word,Animals,Beginner
gatto,cat,word,Animals,Beginner
elefante,elephant,word,Animals,Beginner
tigre,tiger,word,Animals,Beginner
orso,bear,word,Animals,Beginner
uccello,bird,word,Animals,Beginner
scimmia,monkey,word,Animals,Beginner
leone,lion,word,Animals,Beginner
serpente,snake,word,Animals,Beginner
rana,frog,word,Animals,Beginner
cavallo,horse,word,Animals,Beginner
pecora,sheep,word,Animals,Beginner
gallina,chicken,word,Animals,Beginner
topo,mouse,word,Animals,Beginner
anatra,duck,word,Animals,Beginner
pesce,fish,word,Animals,Beginner
farfalla,butterfly,word,Animals,Beginner
formica,ant,word,Animals,Beginner
ragno,spider,word,Animals,Beginner
zebra,zebra,word,Animals,Beginner
giraffa,giraffe,word,Animals,Beginner
canguro,kangaroo,word,Animals,Beginner
pinguino,penguin,word,Animals,Beginner
gorilla,gorilla,word,Animals,Beginner
lupo,wolf,word,Animals,Beginner
volpe,fox,word,Animals,Beginner
rinoceronte,rhinoceros,word,Animals,Beginner
pipistrello,bat,word,Animals,Beginner
coccodrillo,crocodile,word,Animals,Beginner
delfino,dolphin,word,Animals,Beginner
ragno,spider,word,Animals,Beginner
uccello,bird,word,Animals,Beginner
serpente,snake,word,Animals,Beginner
farfalla,butterfly,word,Animals,Beginner
mucca,cow,word,Animals,Beginner
pecora,sheep,word,Animals,Beginner
gorilla,gorilla,word,Animals,Beginner
tigre,tiger,word,Animals,Beginner
Italian_Word,English_Translation,Type,Category,Difficulty_Level
anatra,duck,word,Animals,Intermediate
pappagallo,parrot,word,Animals,Intermediate
canguro,kangaroo,word,Animals,Intermediate
cavalletta,grasshopper,word,Animals,Intermediate
leopardo,leopard,word,Animals,Intermediate
criceto,hamster,word,Animals,Intermediate
capra,goat,word,Animals,Intermediate
scoiattolo,squirrel,word,Animals,Intermediate
coccodrillo,crocodile,word,Animals,Intermediate
panda,panda,word,Animals,Intermediate
ghepardo,cheetah,word,Animals,Intermediate
balena,whale,word,Animals,Intermediate
rinoceronte,rhinoceros,word,Animals,Intermediate
alce,moose,word,Animals,Intermediate
puma,cougar,word,Animals,Intermediate
lucertola,lizard,word,Animals,Intermediate
cicogna,stork,word,Animals,Intermediate
ippopotamo,hippopotamus,word,Animals,Intermediate
scimpanzé,chimpanzee,word,Animals,Intermediate
lucertola,lizard,word,Animals,Intermediate
formica,ant,word,Animals,Intermediate
volpe,fox,word,Animals,Intermediate
orso polare,polar bear,word,Animals,Intermediate
alligatore,alligator,word,Animals,Intermediate
pulcino,chick,word,Animals,Intermediate
ragno,spider,word,Animals,Intermediate
pappagallo,parrot,word,Animals,Intermediate
coccodrillo,crocodile,word,Animals,Intermediate
pecora,sheep,word,Animals,Intermediate
rinoceronte,rhinoceros,word,Animals,Intermediate
pinguino,penguin,word,Animals,Intermediate
lucertola,lizard,word,Animals,Intermediate
puma,cougar,word,Animals,Intermediate
alligatore,alligator,word,Animals,Intermediate
scimpanzé,chimpanzee,word,Animals,Intermediate
ippopotamo,hippopotamus,word,Animals,Intermediate
ghepardo,cheetah,word,Animals,Intermediate
cavalletta,grasshopper,word,Animals,Intermediate
pulcino,chick,word,Animals,Intermediate
orso polare,polar bear,word,Animals,Intermediate
anatra,duck,word,Animals,Intermediate
formica,ant,word,Animals,Intermediate
coccodrillo,crocodile,word,Animals,Intermediate
leopardo,leopard,word,Animals,Intermediate
scoiattolo,squirrel,word,Animals,Intermediate
canguro,kangaroo,word,Animals,Intermediate
criceto,hamster,word,Animals,Intermediate
capra,goat,word,Animals,Intermediate
rinoceronte,rhinoceros,word,Animals,Intermediate
ghepardo,cheetah,word,Animals,Intermediate
balena,whale,word,Animals,Intermediate
lucertola,lizard,word,Animals,Intermediate
cicogna,stork,word,Animals,Intermediate
ippopotamo,hippopotamus,word,Animals,Intermediate
scimpanzé,chimpanzee,word,Animals,Intermediate
pecora,sheep,word,Animals,Intermediate
alligatore,alligator,word,Animals,Intermediate
pinguino,penguin,word,Animals,Intermediate
orso polare,polar bear,word,Animals,Intermediate
elefante,elephant,word,Animals,Intermediate
aquila,eagle,word,Animals,Beginner
pinguino,penguin,word,Animals,Beginner
coccodrillo,crocodile,word,Animals,Beginner
ippopotamo,hippopotamus,word,Animals,Beginner
ghepardo,cheetah,word,Animals,Beginner
lupo,wolf,word,Animals,Beginner
panda,panda,word,Animals,Beginner
pecora,sheep,word,Animals,Beginner
rinoceronte,rhinoceros,word,Animals,Beginner
lemure,lemur,word,Animals,Beginner
marmotta,marmot,word,Animals,Beginner
formica,ant,word,Animals,Beginner
serpente,snake,word,Animals,Beginner
scorpione,scorpion,word,Animals,Beginner
zebra,zebra,word,Animals,Beginner
fenicottero,flamingo,word,Animals,Beginner
rinoceronte,rhinoceros,word,Animals,Beginner
gazella,gazelle,word,Animals,Beginner
tartaruga,turtle,word,Animals,Beginner
pavone,peacock,word,Animals,Beginner
coccinella,ladybug,word,Animals,Beginner
scimpanzé,chimpanzee,word,Animals,Beginner
oche,geese,word,Animals,Beginner
ostrica,ostrich,word,Animals,Beginner
lucertola,lizard,word,Animals,Beginner
papero,duck,word,Animals,Beginner
rinoceronte,rhinoceros,word,Animals,Beginner
tigre,tiger,word,Animals,Beginner
puma,puma,word,Animals,Beginner
elefante,elephant,word,Animals,Beginner
scoiattolo,squirrel,word,Animals,Beginner
gallina,chicken,word,Animals,Beginner
koala,koala,word,Animals,Beginner
rana,frog,word,Animals,Beginner
leone,lion,word,Animals,Beginner
pantera,panther,word,Animals,Beginner
pinguino,penguin,word,Animals,Beginner
foca,seal,word,Animals,Beginner
gallinella,guinea fowl,word,Animals,Beginner
bufalo,buffalo,word,Animals,Beginner
pulce,flea,word,Animals,Beginner
ocelot,ocelot,word,Animals,Beginner
tacchino,turkey,word,Animals,Beginner
tigre bianca,white tiger,word,Animals,Beginner
granchio,crab,word,Animals,Beginner
bradipo,sloth,word,Animals,Beginner
fenicottero rosa,pink flamingo,word,Animals,Beginner
elefante marino,elephant seal,word,Animals,Beginner
cavallo marino,seahorse,word,Animals,Beginner
alce,moose,word,Animals,Beginner
mucca,cow,word,Animals,Beginner
scimmia,monkey,word,Animals,Beginner
gallina d'acqua,coot,word,Animals,Beginner
gazza,magpie,word,Animals,Beginner
ghiandaia,jay,word,Animals,Beginner
cigno,swan,word,Animals,Beginner
delfino,dolphin,word,Animals,Beginner
cicogna,stork,word,Animals,Beginner
fenicottero nero,black flamingo,word,Animals,Beginner
tasso,badger,word,Animals,Beginner
ghiro,dormouse,word,Animals,Beginner
riccio,hedgehog,word,Animals,Beginner
lepre,hare,word,Animals,Beginner
pipistrello,bat,word,Animals,Beginner
grillaio,gyrfalcon,word,Animals,Beginner
scricciolo,wren,word,Animals,Intermediate
gru,crane,word,Animals,Beginner
farfalla,butterfly,word,Animals,Intermediate
salamandra,salamander,word,Animals,Intermediate
ragno,spider,word,Animals,Intermediate
tarantola,tarantula,word,Animals,Beginner
cammello,camel,word,Animals,Beginner
ibis,ibis,word,Animals,Beginner
lucertola blu,blue lizard,word,Animals,Beginner
cane da caccia,hound,word,Animals,Beginner
ornitorinco maschio,male platypus,word,Animals,Advanced
pappagallo,parrot,word,Animals,Intermediate
ornitorinco,platypus,word,Animals,hard
ghepardo,cheetah,word,Animals,hard
iguana,iguana,word,Animals,hard
dingo,dingo,word,Animals,hard
giraffa,giraffe,word,Animals,hard
leone marino,sea lion,word,Animals,hard
panda,panda,word,Animals,hard
formica antartica,antarctic ant,word,Animals,hard
puma,cougar,word,Animals,hard
capriolo,roe deer,word,Animals,hard
pavone,peacock,word,Animals,hard
canguro,kangaroo,word,Animals,hard
ornitorinco femmina,female platypus,word,Animals,hard
lama,llama,word,Animals,hard
ibis sacro,sacred ibis,word,Animals,hard
salamandra gigante,giant salamander,word,Animals,hard
tasso europeo,european badger,word,Animals,hard
gibbone,gibbon,word,Animals,hard
fenicottero,flamingo,word,Animals,hard
ragno lupo,wolf spider,word,Animals,hard
scimmia ragno,squirrel monkey,word,Animals,hard
pipistrello frugivoro,fruit bat,word,Animals,hard
lucertola marina,sea lizard,word,Animals,hard
